id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,number_of_reviews
700506328928861604,Centro,Justicia,40.4245547,-3.6991939,Entire home/apt,157.0,1
700518905193160882,Centro,Justicia,40.4245547,-3.6991939,Entire home/apt,144.0,5
700557685549677538,Arganzuela,Delicias,40.40035,-3.69621,Entire home/apt,166.0,143
700574780368680263,Centro,Palacio,40.4091677,-3.7119689,Entire home/apt,161.0,106
700600865008992619,Salamanca,Guindalera,40.43879,-3.67215,Entire home/apt,183.0,65
700638272306803806,Carabanchel,Abrantes,40.37343,-3.72586,Private room,112.0,50
700819950248950911,Villaverde,San Andrés,40.346355,-3.7052779,Private room,51.0,18
701125773303002980,Salamanca,Goya,40.42221,-3.6781,Entire home/apt,294.0,29
701178621073538966,Chamartín,Prosperidad,40.43886,-3.67674,Entire home/apt,153.0,14
701179522944757562,Chamberí,Trafalgar,40.43131,-3.70393,Private room,65.0,21
701188105318462065,Chamberí,Arapiles,40.43208,-3.70598,Private room,48.0,17
701195387213360219,Chamberí,Trafalgar,40.43323,-3.70389,Private room,48.0,11
701211230857023746,Latina,Puerta del Angel,40.41294,-3.72582,Private room,30.0,102
701228034333215922,Barajas,Alameda de Osuna,40.45971,-3.58766,Private room,62.0,94
701256268336143474,Retiro,Jerónimos,40.4077013,-3.6884722,Entire home/apt,195.0,3
701901852588359290,Salamanca,Lista,40.4311,-3.67313,Entire home/apt,97.0,107
701915609306316316,Centro,Justicia,40.4213937,-3.6982813,Entire home/apt,215.0,0
702035659810775392,Barajas,Alameda de Osuna,40.45841,-3.58771,Private room,60.0,110
702509354980500362,Chamartín,Nueva España,40.4659,-3.68268,Private room,120.0,1
702899531238316734,Barajas,Alameda de Osuna,40.45997,-3.58883,Private room,48.0,142
703005325366639744,Centro,Sol,40.41948,-3.70733,Entire home/apt,145.0,20
703308710046251735,Centro,Universidad,40.42518,-3.70565,Entire home/apt,256.0,110
703533697427204777,Centro,Embajadores,40.40961934066151,-3.697812035679817,Private room,68.0,5
703741824285194115,Salamanca,Goya,40.42771,-3.67669,Entire home/apt,179.0,103
704100444481559826,Centro,Embajadores,40.41032,-3.70549,Private room,73.0,81
704157923822883635,Salamanca,Recoletos,40.42848,-3.68142,Entire home/apt,156.0,0
704719349523260024,Centro,Universidad,40.42036,-3.70248,Entire home/apt,248.0,167
704835712951283463,Centro,Palacio,40.4133,-3.70995,Private room,38.0,5
704930231109266876,Centro,Justicia,40.42706,-3.69928,Entire home/apt,403.0,150
705026531129864485,Chamartín,Hispanoamérica,40.4540601,-3.6720785,Entire home/apt,135.0,9
705039898268689192,Centro,Universidad,40.4223334,-3.7061366,Private room,59.0,277
705459163211214766,Centro,Universidad,40.4216,-3.70375,Entire home/apt,156.0,65
705464378113886691,Centro,Cortes,40.41843,-3.69773,Entire home/apt,206.0,2
705482816692421987,Salamanca,Recoletos,40.42538,-3.6816,Entire home/apt,1077.0,57
705497498741312286,Chamberí,Gaztambide,40.4317026,-3.7125766,Entire home/apt,193.0,81
705543736813300226,Centro,Palacio,40.4098683,-3.7108885,Entire home/apt,131.0,157
705567078254433797,Centro,Embajadores,40.40789,-3.70192,Entire home/apt,103.0,38
705594803944467069,Centro,Universidad,40.42459,-3.71087,Entire home/apt,206.0,129
705605739266200020,Puente de Vallecas,Palomeras Bajas,40.38847,-3.65676,Entire home/apt,90.0,205
705664935315526623,Salamanca,Guindalera,40.4344743,-3.6647203,Entire home/apt,105.0,1
705685326891424354,Hortaleza,Pinar del Rey,40.4744451,-3.6408008,Private room,69.0,59
705693258105953565,Hortaleza,Pinar del Rey,40.4744451,-3.6408008,Private room,83.0,47
705712653404382237,Centro,Embajadores,40.41117,-3.70377,Entire home/apt,210.0,35
706175866610458882,Salamanca,Goya,40.42628,-3.66866,Entire home/apt,123.0,73
706257659917903991,Ciudad Lineal,Ventas,40.42989499999999,-3.6462375,Entire home/apt,82.0,114
706279121019775995,Retiro,Jerónimos,40.41774,-3.69097,Entire home/apt,278.0,108
706324826221900985,Puente de Vallecas,Portazgo,40.39262,-3.65375,Private room,50.0,25
706359356591205520,Centro,Sol,40.41687,-3.7037,Private room,83.0,15
706365196021658736,Centro,Universidad,40.4280109,-3.7034017,Entire home/apt,221.0,118
706365434977891681,Centro,Justicia,40.4213937,-3.6982813,Entire home/apt,210.0,1
706903752842423735,Moncloa - Aravaca,Argüelles,40.42432853493466,-3.712042706082148,Entire home/apt,604.0,40
706906334045002849,Centro,Embajadores,40.4124584,-3.7020083,Entire home/apt,141.0,75
706982390313554882,Moncloa - Aravaca,Argüelles,40.42128,-3.71486,Private room,127.0,2
706999110255137363,Moncloa - Aravaca,Argüelles,40.42167,-3.71696,Private room,93.0,0
707015838418027815,Retiro,Pacífico,40.40587,-3.67923,Private room,63.0,306
707036040851933672,Latina,Puerta del Angel,40.41328,-3.72501,Entire home/apt,264.0,0
707036255587856751,Latina,Puerta del Angel,40.4129089808682,-3.726009521193253,Entire home/apt,75.0,9
707044902688453898,Chamartín,El Viso,40.4403932,-3.6792399,Entire home/apt,205.0,2
707049941407423748,Chamartín,El Viso,40.4403932,-3.6792399,Entire home/apt,243.0,1
707205221727925937,Centro,Palacio,40.41597,-3.71036,Private room,153.0,29
707211472580336449,Centro,Embajadores,40.4124584,-3.7020083,Entire home/apt,139.0,101
707274386695566190,Centro,Cortes,40.41566,-3.70018,Entire home/apt,109.0,169
707440475642892831,Arganzuela,Legazpi,40.39117431,-3.693966,Entire home/apt,120.0,117
707679698588157394,Centro,Universidad,40.42217,-3.7013,Entire home/apt,134.0,2
707692734875329789,Centro,Palacio,40.41061,-3.71092,Private room,71.0,64
707824343240170720,Centro,Palacio,40.4136416,-3.7103929,Entire home/apt,131.0,183
708422661400775070,Carabanchel,Opañel,40.38812,-3.72351,Private room,31.0,70
708827941095150890,Arganzuela,Legazpi,40.39054,-3.68809,Private room,63.0,55
709136069814477106,Tetuán,Cuatro Caminos,40.4548,-3.69381,Entire home/apt,83.0,22
709136213527790472,Salamanca,Recoletos,40.42372,-3.69067,Entire home/apt,135.0,15
709144427597477235,Puente de Vallecas,Portazgo,40.38971,-3.65244,Private room,25.0,39
709151433054345932,Centro,Universidad,40.42382,-3.71043,Entire home/apt,170.0,28
709158671560166458,Centro,Palacio,40.41453,-3.71119,Private room,156.0,15
709172119883561072,Centro,Palacio,40.41427,-3.71038,Private room,133.0,47
709191556940170937,Chamartín,El Viso,40.4403932,-3.6792399,Entire home/apt,178.0,1
709191806332055860,Chamartín,El Viso,40.4403932,-3.6792399,Entire home/apt,198.0,2
709262055641664682,Salamanca,Lista,40.43098,-3.67397,Entire home/apt,168.0,0
709262390837666714,Moncloa - Aravaca,Aravaca,40.44643,-3.78888,Private room,62.0,14
709327134454429897,Villaverde,San Cristobal,40.3420867,-3.6849834,Private room,18.0,214
709538749531128112,Centro,Embajadores,40.41137,-3.70277,Entire home/apt,135.0,67
709854924003982944,Chamartín,El Viso,40.4403932,-3.6792399,Entire home/apt,203.0,2
709992306060080834,Centro,Justicia,40.42278,-3.69997,Entire home/apt,193.0,47
710183525084126901,Centro,Palacio,40.4146,-3.71241,Private room,79.0,28
710243815364594632,Puente de Vallecas,San Diego,40.39573,-3.67058,Private room,26.0,30
710253902217017515,Villaverde,San Cristobal,40.34249,-3.6838,Private room,18.0,157
710797022346365890,Tetuán,Berruguete,40.45581,-3.7035,Entire home/apt,73.0,83
710833885935929341,Centro,Embajadores,40.40937,-3.69827,Private room,26.0,218
710851242042474195,Tetuán,Cuatro Caminos,40.44794756506256,-3.701430326389308,Entire home/apt,118.0,115
710880492122657462,Hortaleza,Valdefuentes,40.49662,-3.6163,Private room,59.0,152
711306198214469974,Arganzuela,Acacias,40.40029770657632,-3.701292683328239,Entire home/apt,100.0,251
711368270476509929,Centro,Cortes,40.4146,-3.70005,Entire home/apt,166.0,145
711416782830427090,Chamartín,Hispanoamérica,40.45461,-3.67321,Entire home/apt,135.0,13
711493121833430541,Centro,Palacio,40.41444,-3.71089,Private room,140.0,55
711969127406978948,Centro,Cortes,40.41443,-3.70305,Entire home/apt,176.0,91
711977613816253525,Chamartín,Ciudad Jardín,40.44445,-3.67497,Entire home/apt,111.0,132
711981005129429001,Latina,Puerta del Angel,40.41328,-3.72501,Entire home/apt,110.0,13
711990272717495429,Centro,Sol,40.4142,-3.70437,Entire home/apt,55.0,9
712044797080781341,Centro,Palacio,40.42118,-3.71141,Entire home/apt,178.0,96
712049476310859544,Hortaleza,Apostol Santiago,40.48237,-3.66039,Entire home/apt,62.0,164
712051593246684852,Centro,Palacio,40.41314,-3.71375,Entire home/apt,120.0,32
712112803815151282,Centro,Cortes,40.4190885,-3.6980716,Entire home/apt,183.0,1
712114023482287507,Centro,Cortes,40.41499,-3.7021,Entire home/apt,117.0,70
712294710942768036,Usera,Zofío,40.37491,-3.71651,Private room,95.0,28
712350311599542898,Centro,Palacio,40.41197,-3.71305,Entire home/apt,150.0,15
712354467163359152,Carabanchel,San Isidro,40.39621,-3.73271,Entire home/apt,84.0,30
712386937463568769,Centro,Palacio,40.4137,-3.71185,Entire home/apt,136.0,27
712393641844148678,Centro,Palacio,40.41256,-3.71148,Entire home/apt,230.0,14
712708864888344306,Centro,Embajadores,40.41078,-3.7032,Entire home/apt,76.0,22
712791121240360233,Centro,Embajadores,40.40804,-3.70123,Entire home/apt,65.0,211
712817688019645785,Chamberí,Trafalgar,40.42952,-3.70343,Private room,56.0,81
713623499522531899,Centro,Palacio,40.41824,-3.70992,Entire home/apt,150.0,9
713675553564831731,Carabanchel,San Isidro,40.39361790650367,-3.7350429830087832,Entire home/apt,75.0,7
714194442792391970,Chamberí,Rios Rosas,40.44191,-3.69833,Entire home/apt,174.0,75
714199738070691026,Centro,Cortes,40.4152,-3.70196,Entire home/apt,388.0,158
714205478586403489,Centro,Embajadores,40.41283,-3.70105,Entire home/apt,235.0,104
714224349688557504,Centro,Embajadores,40.41005,-3.70039,Entire home/apt,75.0,24
714371793353822204,Puente de Vallecas,Numancia,40.39677,-3.66014,Private room,30.0,84
714456920690516422,Puente de Vallecas,San Diego,40.3923837,-3.6642054,Entire home/apt,75.0,154
714465022072140734,Fuencarral - El Pardo,Pilar,40.47435,-3.71225,Entire home/apt,73.0,138
714492417553225887,Villaverde,San Andrés,40.3334364,-3.7027812,Entire home/apt,83.0,53
714865258567521049,Centro,Universidad,40.42167,-3.70507,Entire home/apt,172.0,28
714925888282333438,Salamanca,Goya,40.42726308118085,-3.677248128173436,Entire home/apt,103.0,12
714935609199005633,San Blas - Canillejas,Rejas,40.44924,-3.57746,Entire home/apt,82.0,8
715040167750749463,Centro,Universidad,40.42388,-3.70589,Private room,71.0,92
715047869365794387,Centro,Universidad,40.42077,-3.70414,Entire home/apt,92.0,63
715056498933613908,Centro,Universidad,40.4244,-3.70442,Private room,71.0,91
715104147479801357,Centro,Justicia,40.42547,-3.69275,Entire home/apt,98.0,130
715107196442419336,Retiro,Jerónimos,40.40762,-3.68618,Entire home/apt,175.0,133
715151911986935944,Arganzuela,Delicias,40.3987711,-3.6954085,Private room,43.0,126
715632759695471272,Centro,Universidad,40.42103,-3.70217,Entire home/apt,157.0,48
715646882016649252,Barajas,Alameda de Osuna,40.45944,-3.58968,Private room,52.0,155
715679612921697756,Usera,Almendrales,40.38544,-3.70414,Entire home/apt,96.0,59
715760872364448470,Tetuán,Castillejos,40.45872,-3.6987,Entire home/apt,78.0,122
715812715258145661,Salamanca,Castellana,40.43375,-3.68503,Entire home/apt,177.0,1
715848765183367935,Chamartín,Hispanoamérica,40.45228,-3.67153,Private room,65.0,0
715906135155988610,Hortaleza,Apostol Santiago,40.47527,-3.65824,Entire home/apt,121.0,159
716514846088576997,Arganzuela,Delicias,40.39894,-3.69332,Private room,40.0,0
716533557260598488,Hortaleza,Valdefuentes,40.49089,-3.65516,Private room,44.0,20
716544079152937438,Centro,Palacio,40.41467,-3.71056,Entire home/apt,91.0,190
716591394944791337,Centro,Cortes,40.41225,-3.69884,Private room,330.0,44
716639170131670543,Centro,Palacio,40.41463,-3.70979,Entire home/apt,133.0,210
716677547458435461,Chamberí,Rios Rosas,40.44011,-3.70164,Private room,25.0,1
716744407548305537,Centro,Palacio,40.41637,-3.71097,Private room,140.0,21
716751716763115403,Centro,Palacio,40.41504,-3.71062,Private room,109.0,26
716824563870222463,Chamberí,Rios Rosas,40.43987,-3.70142,Private room,19.0,1
717146439320280609,Centro,Embajadores,40.40814,-3.70254,Entire home/apt,89.0,107
717179217025072212,Centro,Palacio,40.41297,-3.71533,Entire home/apt,146.0,70
717284464612262184,San Blas - Canillejas,Simancas,40.43179,-3.62648,Private room,35.0,0
717948757548292267,Arganzuela,Chopera,40.39462,-3.69902,Private room,52.0,73
718001488217194429,Centro,Cortes,40.41540748881717,-3.698896300000005,Private room,190.0,100
718045039094139137,Arganzuela,Palos de Moguer,40.40619,-3.6955,Entire home/apt,95.0,251
718045553881223691,Arganzuela,Palos de Moguer,40.40445,-3.69559,Entire home/apt,93.0,262
718729361194163882,Centro,Universidad,40.42407,-3.71084,Entire home/apt,211.0,10
719303243336790512,Centro,Embajadores,40.4111,-3.69851,Private room,360.0,0
719327439636389768,Centro,Embajadores,40.41093,-3.69874,Private room,282.0,4
719370165149674464,Chamberí,Vallehermoso,40.44343,-3.71205,Private room,55.0,115
719403046414859943,Tetuán,Cuatro Caminos,40.449342542,-3.7016713,Entire home/apt,125.0,22
719411602550281693,Centro,Universidad,40.42375,-3.70336,Entire home/apt,85.0,57
719414812945643582,Tetuán,Cuatro Caminos,40.4493752,-3.7016713,Entire home/apt,116.0,15
719538400261629646,Hortaleza,Valdefuentes,40.48564,-3.66868,Entire home/apt,380.0,21
719552287035613672,Puente de Vallecas,San Diego,40.39648641126598,-3.667379561376951,Entire home/apt,149.0,14
719571618484088079,Tetuán,Cuatro Caminos,40.449369077,-3.701670629,Entire home/apt,151.0,1
720019246731161109,Retiro,Estrella,40.41948,-3.66815,Entire home/apt,254.0,13
720062842720015995,Chamberí,Rios Rosas,40.44344676144422,-3.698193337434388,Entire home/apt,110.0,72
720153805208370050,Ciudad Lineal,Quintana,40.43629,-3.64449,Private room,45.0,124
720191161996892245,Centro,Cortes,40.41545,-3.70169,Private room,72.0,78
720207657322134912,Centro,Universidad,40.42285,-3.70501,Entire home/apt,275.0,38
720341794093329994,Usera,Zofío,40.38503,-3.71694,Entire home/apt,122.0,33
720356037173691949,Villaverde,Los Rosales,40.35034546536324,-3.685596390732431,Private room,28.0,129
720395114930210044,Hortaleza,Canillas,40.46744765333106,-3.639806457672121,Entire home/apt,87.0,139
720422828031581795,Puente de Vallecas,San Diego,40.39631,-3.66793,Entire home/apt,177.0,18
720561907376293136,Centro,Justicia,40.42357,-3.69591,Private room,55.0,208
720784250649058894,Chamberí,Trafalgar,40.43147,-3.70405,Private room,50.0,11
720798654324526234,Latina,Aluche,40.3940756,-3.7698766,Private room,38.0,9
720959510656700578,Arganzuela,Acacias,40.39859,-3.70252,Entire home/apt,85.0,119
721406022117367435,Retiro,Ibiza,40.42011614821767,-3.6722556219422353,Private room,31.0,10
721455678380590281,Centro,Universidad,40.42321,-3.70222,Entire home/apt,90.0,42
721476311501672440,Chamartín,Prosperidad,40.4401072,-3.6775212,Entire home/apt,95.0,11
721476357221999608,Chamartín,Prosperidad,40.4401072,-3.6775212,Entire home/apt,95.0,13
721476392745733602,Chamartín,Prosperidad,40.4401072,-3.6775212,Entire home/apt,95.0,31
721476470228852582,Chamartín,Prosperidad,40.4401072,-3.6775212,Entire home/apt,104.0,16
721476501078701599,Chamartín,Prosperidad,40.4401072,-3.6775212,Entire home/apt,95.0,63
721565585953848819,Chamartín,Hispanoamérica,40.45867,-3.68723,Entire home/apt,166.0,94
722255490203786584,Chamberí,Almagro,40.43297,-3.69205,Entire home/apt,131.0,1
722361740585972279,Usera,Orcasitas,40.36477,-3.70737,Private room,49.0,130
722363073656869550,Retiro,Ibiza,40.41927,-3.67825,Entire home/apt,190.0,10
722547395710743953,Puente de Vallecas,Portazgo,40.38976,-3.65262,Private room,25.0,41
723062136487944890,Moncloa - Aravaca,Aravaca,40.45637,-3.7854,Entire home/apt,110.0,12
723078866442252666,Fuencarral - El Pardo,Valverde,40.4946086,-3.697294,Private room,34.0,23
723807389763228696,Carabanchel,Vista Alegre,40.38205,-3.74505,Private room,30.0,83
723872917301581702,Tetuán,Valdeacederas,40.46534,-3.70605,Entire home/apt,116.0,52
724419964392401615,Tetuán,Castillejos,40.45775,-3.69688,Entire home/apt,113.0,97
724467354451452604,Chamartín,Ciudad Jardín,40.4483749,-3.6681468,Entire home/apt,115.0,47
724591987398605105,Centro,Justicia,40.42413,-3.69733,Entire home/apt,148.0,30
724594222667988788,Chamartín,Castilla,40.47158264496382,-3.6775281652808185,Entire home/apt,400.0,0
724602525693338429,Centro,Embajadores,40.41001,-3.70491,Entire home/apt,247.0,24
724622459527810314,Centro,Embajadores,40.40584,-3.701,Entire home/apt,106.0,80
724624209613983061,Centro,Sol,40.41712,-3.70546,Private room,61.0,147
725059897659081157,Centro,Palacio,40.41307,-3.70807,Entire home/apt,139.0,225
725193484632659316,Centro,Universidad,40.4235409,-3.7035543,Entire home/apt,136.0,62
725234631147407133,Tetuán,Cuatro Caminos,40.45356,-3.69936,Entire home/apt,125.0,76
725240349023713720,Chamartín,Ciudad Jardín,40.44329,-3.6766,Entire home/apt,148.0,59
725295531387308331,Ciudad Lineal,Pueblo Nuevo,40.42844,-3.64155,Entire home/apt,77.0,53
725385504180326232,Puente de Vallecas,Palomeras Bajas,40.39076,-3.65458,Private room,25.0,59
725720812167053181,Centro,Universidad,40.4207073,-3.7022954,Entire home/apt,316.0,62
725737584842197779,Salamanca,Goya,40.4244804,-3.6777937,Entire home/apt,246.0,1
725751158473285285,Centro,Embajadores,40.4131278,-3.7047039,Private room,128.0,14
725775654247275393,Centro,Embajadores,40.4131278,-3.7047039,Private room,121.0,317
725789004115538685,Barajas,Alameda de Osuna,40.45804,-3.58806,Private room,57.0,147
725791449990688896,San Blas - Canillejas,Simancas,40.42809,-3.63023,Entire home/apt,105.0,36
725792117639672575,Centro,Embajadores,40.4131278,-3.7047039,Private room,155.0,15
725820376966588504,Centro,Embajadores,40.4131278,-3.7047039,Private room,145.0,64
726034880377882134,Retiro,Pacífico,40.40581,-3.68433,Private room,64.0,26
726096136993603489,Hortaleza,Apostol Santiago,40.4777,-3.66087,Private room,29.0,31
726323911946558122,Centro,Sol,40.41508,-3.707,Private room,58.0,16
726481640927486892,Centro,Cortes,40.4129468,-3.6993957,Private room,96.0,30
726488762427992261,Centro,Cortes,40.4129468,-3.6993957,Private room,111.0,43
726488838996270928,Centro,Cortes,40.4129468,-3.6993957,Private room,102.0,31
726494069634541439,Centro,Cortes,40.4129468,-3.6993957,Private room,99.0,32
726509769546619012,Centro,Cortes,40.4129468,-3.6993957,Private room,86.0,50
726514887202471456,Centro,Cortes,40.4129468,-3.6993957,Private room,94.0,64
726571417557729168,Tetuán,Cuatro Caminos,40.4507,-3.70287,Entire home/apt,187.0,25
726585708657478841,Tetuán,Cuatro Caminos,40.45193,-3.70315,Entire home/apt,185.0,37
726804516637126095,Chamartín,Ciudad Jardín,40.452,-3.67147,Private room,50.0,35
726893261773170400,Centro,Palacio,40.41306,-3.71509,Entire home/apt,185.0,101
726915427424673672,Centro,Sol,40.41769,-3.69996,Entire home/apt,354.0,55
727195025579546271,Tetuán,Cuatro Caminos,40.4535478,-3.6950791,Entire home/apt,268.0,73
727376858373815798,Centro,Justicia,40.424816,-3.698336,Entire home/apt,290.0,22
727376862238140419,Centro,Justicia,40.424816,-3.698336,Entire home/apt,223.0,8
727379263339133129,Centro,Justicia,40.424816,-3.698336,Entire home/apt,279.0,1
727381607763468591,Centro,Justicia,40.424816,-3.698336,Entire home/apt,335.0,15
727404103456866913,Puente de Vallecas,San Diego,40.39207,-3.6645,Entire home/apt,75.0,147
727418648259663024,Centro,Universidad,40.42736,-3.70953,Entire home/apt,399.0,63
728226156284143887,Salamanca,Lista,40.43137,-3.67531,Entire home/apt,105.0,139
728931514063420701,Centro,Justicia,40.4228745,-3.6982822,Private room,52.0,0
728937087603921333,Chamartín,Hispanoamérica,40.45457,-3.68072,Entire home/apt,78.0,225
729411929236707303,Centro,Justicia,40.42172030401041,-3.698954424674299,Entire home/apt,150.0,216
729449834108994576,Villaverde,Los Angeles,40.35476,-3.70307,Entire home/apt,199.0,2
729498250273626278,Salamanca,Goya,40.42406,-3.67819,Entire home/apt,110.0,45
729549522389190130,Tetuán,Berruguete,40.4627385,-3.704437,Entire home/apt,145.0,2
729576858658809583,Retiro,Niño Jesús,40.41179,-3.67139,Private room,90.0,19
729628812438996715,Puente de Vallecas,Entrevías,40.3813,-3.6695,Private room,49.0,210
729645395352577944,Chamberí,Trafalgar,40.43099728256296,-3.703136418736255,Private room,48.0,18
729653031926410193,Chamberí,Trafalgar,40.43076658266615,-3.703170423712506,Private room,50.0,18
729797043145260647,Centro,Palacio,40.41601,-3.71237,Private room,151.0,21
730147584395530127,Retiro,Pacífico,40.40523,-3.68037,Entire home/apt,155.0,98
730263224789631448,Centro,Sol,40.41927889999999,-3.7020884,Entire home/apt,216.0,62
730287193405886135,Retiro,Niño Jesús,40.41443,-3.67545,Entire home/apt,216.0,84
730315013092319781,Centro,Justicia,40.42369,-3.69919,Private room,123.0,80
730316781712818492,Centro,Palacio,40.40967,-3.71175,Entire home/apt,435.0,83
730368374197442543,Puente de Vallecas,Palomeras Sureste,40.385915326273015,-3.6429180988721694,Private room,33.0,44
730406034031219972,Latina,Campamento,40.39871,-3.77333,Private room,37.0,136
730412633074011512,Centro,Justicia,40.41991,-3.69916,Entire home/apt,275.0,58
730432351818875375,Centro,Embajadores,40.40965,-3.69702,Entire home/apt,124.0,98
730846209580532184,Arganzuela,Chopera,40.39903,-3.69923,Entire home/apt,100.0,108
730896575155568107,Centro,Palacio,40.4210968,-3.709806099999999,Entire home/apt,170.0,4
730896913858448307,Retiro,Ibiza,40.4175808,-3.6764774,Entire home/apt,156.0,5
730959403812954728,Hortaleza,Pinar del Rey,40.47997,-3.64828,Entire home/apt,74.0,35
731096625120839049,Latina,Aguilas,40.3823154,-3.7639873,Entire home/apt,139.0,71
731159324314660113,Chamberí,Arapiles,40.4304365,-3.709183699999999,Entire home/apt,100.0,140
731591161292542049,Chamberí,Almagro,40.4301671,-3.6933476,Entire home/apt,194.0,1
731592504127479605,Centro,Universidad,40.42448437052086,-3.705550295897302,Private room,58.0,280
731611674630227189,Moncloa - Aravaca,Argüelles,40.4211,-3.71497,Private room,158.0,44
731619055700353471,Moncloa - Aravaca,Argüelles,40.42051,-3.71704,Private room,127.0,4
731622807524095827,Moncloa - Aravaca,Argüelles,40.42169,-3.7168,Private room,146.0,12
731637890003910365,Arganzuela,Delicias,40.39942,-3.69837,Entire home/apt,121.0,30
731661402839416637,Salamanca,Lista,40.43177,-3.67488,Entire home/apt,107.0,63
731699536996615598,Centro,Justicia,40.42332,-3.69999,Entire home/apt,113.0,87
731836342068559839,Centro,Palacio,40.422153,-3.7108884,Entire home/apt,167.0,14
731842814670008803,Centro,Universidad,40.420714814236185,-3.7021800130605698,Entire home/apt,90.0,18
731850972127877883,Centro,Palacio,40.422153,-3.7108884,Entire home/apt,146.0,3
732304230728454849,Ciudad Lineal,San Juan Bautista,40.44767,-3.66156,Entire home/apt,71.0,0
732342376134135744,Centro,Sol,40.41995,-3.70282,Entire home/apt,165.0,50
732360782512741765,Centro,Universidad,40.42771,-3.70194,Entire home/apt,68.0,69
732361645303309334,Centro,Sol,40.41692,-3.7055,Entire home/apt,360.0,3
732374080818982930,Centro,Universidad,40.42015,-3.70296,Entire home/apt,264.0,32
732453994570643511,Tetuán,Bellas Vistas,40.44838,-3.70382,Entire home/apt,65.0,0
732496373992398351,Centro,Cortes,40.41585,-3.69593,Private room,290.0,1
732499431010790333,Centro,Cortes,40.41429,-3.69807,Private room,290.0,12
732501576259430953,Centro,Cortes,40.41388,-3.6977,Private room,150.0,8
732526451134326330,Centro,Cortes,40.4110884,-3.6957256,Entire home/apt,100.0,105
732560058155219131,Centro,Palacio,40.422153,-3.7108884,Entire home/apt,124.0,0
733028239736065295,Chamberí,Rios Rosas,40.43956,-3.69681,Entire home/apt,403.0,2
733189035097325651,Centro,Universidad,40.42721,-3.709709,Entire home/apt,92.0,0
733203321284276483,Centro,Embajadores,40.41159,-3.6994,Entire home/apt,106.0,15
733629073082179906,Carabanchel,Puerta Bonita,40.3782291,-3.7456473,Entire home/apt,51.0,6
733804610877297930,Retiro,Niño Jesús,40.41442,-3.67364,Entire home/apt,108.0,56
733922698888691924,Centro,Universidad,40.4236432,-3.7094443,Entire home/apt,139.0,31
733931255067719613,Ciudad Lineal,Pueblo Nuevo,40.41817,-3.62656,Entire home/apt,243.0,10
734099051949030456,Centro,Sol,40.41654046601318,-3.702175096295175,Entire home/apt,465.0,77
734156458639298772,Centro,Palacio,40.40981,-3.7109,Private room,58.0,24
734451474763001383,Retiro,Adelfas,40.39942,-3.6707,Entire home/apt,81.0,32
734457541375546170,Chamberí,Trafalgar,40.42897709999999,-3.697866500000001,Entire home/apt,238.0,1
734461848499962640,Arganzuela,Imperial,40.40506,-3.71685,Private room,72.0,63
734488822910488637,Centro,Embajadores,40.40884785249344,-3.702447898685932,Entire home/apt,64.0,28
734492712648941371,Tetuán,Almenara,40.46966,-3.69557,Entire home/apt,73.0,56
734589200215142400,Salamanca,Fuente del Berro,40.42567,-3.6675,Entire home/apt,52.0,0
734618893918020677,Chamartín,Hispanoamérica,40.45302,-3.6859,Entire home/apt,101.0,0
734632630344228537,Salamanca,Goya,40.4232764,-3.6800324,Entire home/apt,357.0,51
734651832390332724,Tetuán,Valdeacederas,40.46483,-3.70247,Entire home/apt,57.0,0
734709348480057794,Centro,Universidad,40.422567,-3.706646,Private room,41.0,266
735205469072801071,Centro,Cortes,40.41222080000001,-3.6966847,Entire home/apt,153.0,5
735346065064465019,Retiro,Ibiza,40.41913,-3.66983,Entire home/apt,284.0,65
735391920130472730,Centro,Universidad,40.4221449,-3.7018239,Entire home/apt,161.0,107
735415947394885507,Carabanchel,Comillas,40.3918,-3.70941,Entire home/apt,109.0,77
735564050050881564,Carabanchel,Comillas,40.39331,-3.71184,Entire home/apt,78.0,105
735577645332000461,Carabanchel,Comillas,40.39257,-3.71394,Entire home/apt,78.0,90
735898847915406794,Ciudad Lineal,Quintana,40.43459,-3.64591,Entire home/apt,71.0,144
735979715877732955,Centro,Sol,40.414814,-3.704149,Entire home/apt,241.0,49
735980111820470357,Centro,Sol,40.414814,-3.704149,Entire home/apt,258.0,21
735982933432226722,Centro,Sol,40.414814,-3.704149,Entire home/apt,220.0,0
736121878109896478,Chamberí,Arapiles,40.43313,-3.706,Private room,65.0,3
736192174844972264,Salamanca,Recoletos,40.42382,-3.69057,Entire home/apt,170.0,65
736223512352558485,Centro,Justicia,40.42429,-3.69129,Entire home/apt,188.0,130
736594122460154237,Moncloa - Aravaca,Argüelles,40.4268642,-3.7157701,Entire home/apt,180.0,3
736740288442218715,Ciudad Lineal,Ventas,40.42561235968784,-3.654105630935436,Entire home/apt,77.0,185
736786389983487472,Centro,Embajadores,40.41236,-3.70741,Entire home/apt,107.0,141
736807565357529507,Chamberí,Rios Rosas,40.44068,-3.69625,Entire home/apt,203.0,0
736908246244539038,Ciudad Lineal,Ventas,40.42523,-3.65819,Private room,25.0,2
737362599182238414,Puente de Vallecas,Palomeras Bajas,40.38513,-3.65525,Private room,35.0,15
737438642961506280,Centro,Palacio,40.41127,-3.71272,Entire home/apt,167.0,197
737457422173195817,San Blas - Canillejas,Rejas,40.4429,-3.58171,Entire home/apt,84.0,185
